cl objID RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag ingalaxy
3 1237655504034791455 256.776696 0.049 35.338207 0.057 24.403 0.763 25.114 0.695 21.513 0.067 21.943 0.150 22.638 0.592 1.0
6 1237655504034727275 256.776842 0.092 35.365021 0.097 25.351 0.524 25.384 0.508 24.603 0.525 25.313 0.380 20.886 0.182 0.0
6 1237655504034791843 256.777063 0.004 35.325308 0.003 22.187 0.159 19.558 0.012 18.239 0.007 17.630 0.007 17.322 0.012 nan
3 1237655504034726339 256.777101 0.121 35.388209 0.111 24.656 0.691 23.905 0.341 22.824 0.188 22.235 0.170 22.497 0.550 1.0
6 1237654952671969577 256.777106 0.132 35.526461 0.169 23.822 0.640 23.054 0.165 22.644 0.181 21.841 0.135 21.846 0.437 nan
6 1237654952671969578 256.777216 0.062 35.523935 0.070 24.566 0.817 22.847 0.143 21.611 0.077 20.512 0.044 21.869 0.457 nan
3 1237655504034727021 256.777276 0.061 35.478918 0.067 23.161 0.377 23.429 0.243 21.882 0.089 21.005 0.063 20.586 0.159 1.0
6 1237651252057998624 256.777392 0.019 35.505553 0.021 23.610 0.529 21.584 0.048 20.870 0.037 20.617 0.041 20.407 0.115 0.0
6 1237655504034791856 256.777447 0.002 35.311087 0.002 19.685 0.028 17.662 0.005 16.924 0.005 16.656 0.005 16.532 0.008 nan
6 1237655504034792806 256.777523 0.059 35.305537 0.061 24.366 0.667 23.553 0.244 22.131 0.098 20.546 0.040 19.663 0.066 nan
3 1237655504034791462 256.777554 0.172 35.331668 0.167 25.186 0.768 24.607 0.615 24.150 0.609 22.162 0.206 23.408 0.628 nan
3 1237655504034726670 256.777613 0.028 35.487934 0.027 22.832 0.308 21.576 0.054 20.649 0.034 20.213 0.035 19.979 0.100 1.0
3 1237654952671969982 256.777742 0.303 35.512273 0.241 24.781 1.130 22.532 0.152 23.830 0.676 23.793 0.864 22.461 0.866 1.0
6 1237655504034792782 256.777747 0.095 35.323014 0.085 25.122 0.581 23.860 0.303 22.680 0.153 21.624 0.095 20.725 0.158 nan
3 1237654952671969575 256.778023 0.078 35.524411 0.082 24.634 0.965 22.394 0.114 21.555 0.085 20.571 0.055 21.961 0.592 nan
6 1237655504034726336 256.778219 0.004 35.388799 0.004 20.779 0.056 19.119 0.010 18.476 0.008 18.230 0.009 18.113 0.020 0.0
6 1237654952671969980 256.778222 0.017 35.511585 0.018 25.244 0.654 22.101 0.073 20.507 0.030 19.063 0.014 18.244 0.023 0.0
6 1237655504034791449 256.778411 0.059 35.336677 0.058 15.698 0.011 13.140 0.001 12.558 0.001 12.496 0.001 14.026 0.010 0.0
3 1237655504034791461 256.779021 0.122 35.330443 0.096 24.981 0.669 23.674 0.288 22.346 0.126 21.865 0.129 22.154 0.491 nan
6 1237655504034727253 256.779100 0.095 35.375836 0.099 23.847 0.522 25.925 0.401 23.628 0.331 22.300 0.165 21.129 0.220 0.0
3 1237655504034727084 256.779101 0.139 35.429062 0.146 23.974 0.849 23.546 0.350 22.050 0.134 20.872 0.076 20.202 0.152 1.0
6 1237654952671969983 256.779125 0.123 35.512484 0.149 23.866 0.620 23.517 0.232 23.934 0.467 23.580 0.503 22.986 0.584 0.0
6 1237654952671970886 256.779184 0.065 35.533721 0.066 25.437 0.589 24.071 0.345 22.987 0.229 21.704 0.115 21.032 0.222 nan
3 1237655504034727107 256.779447 0.162 35.405522 0.133 25.676 0.684 23.737 0.430 22.191 0.158 21.404 0.124 21.403 0.438 1.0
3 1237655504034726821 256.779655 0.093 35.432549 0.098 23.928 3.078 22.270 0.411 21.095 0.205 20.131 0.137 19.699 0.347 1.0
6 1237655504034791451 256.779727 0.009 35.329397 0.009 23.775 0.513 21.254 0.038 19.762 0.016 18.951 0.013 18.563 0.028 nan
3 1237655504034726745 256.779824 0.044 35.458956 0.045 23.450 0.443 22.700 0.129 21.507 0.063 21.119 0.066 20.602 0.155 1.0
3 1237655504034726711 256.779856 0.069 35.472074 0.070 22.634 0.273 22.170 0.092 22.017 0.109 22.008 0.162 21.497 0.367 1.0
3 1237655504034726865 256.779936 0.100 35.413681 0.084 21.637 0.181 20.925 0.048 20.515 0.047 20.292 0.061 19.673 0.127 1.0
6 1237655504034726337 256.780083 0.005 35.386878 0.005 20.726 0.054 19.210 0.010 18.686 0.009 18.501 0.010 18.437 0.025 0.0
3 1237655504034726429 256.780183 0.013 35.449604 0.012 22.144 0.287 19.835 0.021 18.684 0.012 18.188 0.012 17.809 0.027 1.0
6 1237651252057998645 256.780369 0.030 35.498985 0.032 24.102 0.708 22.657 0.117 21.213 0.050 20.328 0.033 19.556 0.058 0.0
6 1237655504034726440 256.780523 0.048 35.418584 0.052 22.889 0.298 21.984 0.071 21.753 0.076 21.439 0.086 21.441 0.307 0.0
6 1237655504034791457 256.780532 0.088 35.338204 0.086 24.624 0.749 25.114 0.632 24.802 0.619 21.547 0.101 21.993 0.450 0.0
6 1237655504034726785 256.780596 0.015 35.445772 0.015 23.224 0.360 21.249 0.039 20.328 0.024 19.973 0.025 19.775 0.073 0.0
3 1237655504034791454 256.780756 0.103 35.334656 0.096 19.570 0.151 25.254 4.966 18.587 0.057 18.514 0.085 17.926 0.132 1.0
3 1237655504034727249 256.780844 0.104 35.381653 0.107 23.887 0.638 24.971 0.620 23.337 0.316 21.965 0.150 22.802 0.643 1.0
6 1237654952671970584 256.780865 0.064 35.535681 0.061 24.210 0.789 23.163 0.190 21.756 0.088 21.130 0.077 20.643 0.179 nan
6 1237655504034726883 256.781144 0.047 35.403634 0.049 24.536 0.658 23.126 0.174 21.946 0.084 21.469 0.082 21.050 0.206 0.0
3 1237655504034727119 256.781299 0.131 35.390216 0.110 23.763 0.602 23.026 0.187 22.290 0.134 22.342 0.213 22.187 0.563 1.0
3 1237655504034726674 256.781459 0.844 35.488783 0.518 22.995 0.653 22.084 0.144 21.396 0.128 20.972 0.125 20.542 0.321 1.0
3 1237655504034726951 256.781489 0.117 35.360156 0.125 22.810 0.349 22.807 0.178 22.540 0.190 22.354 0.246 21.528 0.423 1.0
3 1237655504034726710 256.781559 0.091 35.471407 0.093 24.999 0.803 24.655 0.616 24.925 0.702 21.858 0.150 21.452 0.383 1.0
6 1237655504034727210 256.781574 0.076 35.457536 0.080 24.594 0.655 24.232 0.394 23.256 0.252 21.498 0.084 20.677 0.152 0.0
6 1237655504034727191 256.781714 0.101 35.486822 0.114 24.983 0.648 24.271 0.424 23.813 0.407 22.223 0.170 21.215 0.256 0.0
6 1237655504034791460 256.781728 0.089 35.330302 0.092 25.382 0.512 24.737 0.489 23.316 0.258 22.089 0.141 22.168 0.447 nan
3 1237655504034726813 256.781849 0.100 35.435773 0.105 22.772 0.423 22.206 0.127 20.946 0.060 19.969 0.041 19.411 0.088 1.0
6 1237655504034726974 256.781899 0.063 35.343061 0.063 24.013 0.589 22.724 0.128 22.044 0.094 21.935 0.127 22.323 0.503 0.0
6 1237655504034726439 256.782320 0.008 35.419431 0.008 23.748 0.505 21.042 0.033 19.552 0.014 18.773 0.011 18.377 0.024 0.0
3 1237655504034727254 256.782371 0.093 35.375416 0.096 23.359 0.579 23.908 0.472 23.079 0.328 21.148 0.096 20.524 0.203 1.0
6 1237654952671969571 256.782699 0.017 35.521838 0.017 24.523 0.764 21.871 0.060 20.496 0.029 19.748 0.023 19.905 0.087 0.0
6 1237655504034726365 256.782766 0.004 35.351244 0.004 19.858 0.031 18.746 0.008 18.346 0.007 18.216 0.009 18.185 0.021 0.0
3 1237655504034727198 256.783020 0.160 35.476736 0.171 23.657 0.694 23.636 0.367 22.527 0.201 21.658 0.148 22.289 0.725 1.0
6 1237655504034726781 256.783089 0.060 35.448106 0.064 23.597 0.462 22.732 0.127 21.883 0.082 21.729 0.104 21.554 0.314 0.0
3 1237654952671970892 256.783242 0.100 35.524104 0.104 24.374 1.121 24.002 0.497 23.058 0.369 21.232 0.113 20.997 0.330 nan
6 1237655504034727133 256.783288 0.071 35.368002 0.067 23.898 0.559 23.877 0.324 22.132 0.101 20.632 0.043 19.757 0.073 0.0
6 1237655504034792781 256.783308 0.117 35.325925 0.130 24.412 0.639 23.750 0.279 23.023 0.204 23.020 0.301 22.390 0.490 nan
6 1237655504034791854 256.783806 0.004 35.315179 0.003 22.080 0.144 19.475 0.012 18.171 0.007 17.559 0.007 17.223 0.012 nan
6 1237654952672035618 256.783912 0.026 35.502463 0.025 25.441 0.583 22.355 0.088 20.992 0.043 19.903 0.026 19.203 0.048 0.0
3 1237655504034792789 256.783929 0.088 35.320428 0.093 24.461 0.671 24.600 0.478 22.451 0.130 21.334 0.077 20.770 0.169 nan
6 1237655504034726323 256.783954 0.005 35.409692 0.005 22.213 0.161 19.719 0.014 18.603 0.008 18.179 0.008 17.923 0.018 0.0
3 1237655504034726866 256.784156 0.050 35.415899 0.047 22.799 0.300 22.716 0.146 21.333 0.060 20.815 0.058 20.348 0.141 1.0
6 1237655504034727206 256.784173 0.092 35.468383 0.098 24.008 0.587 24.272 0.415 24.098 0.466 22.048 0.140 21.136 0.231 0.0
3 1237655504034726958 256.784176 0.089 35.359414 0.075 22.455 0.336 21.662 0.083 20.815 0.055 20.366 0.060 20.065 0.164 1.0
6 1237655504034726465 256.784184 0.010 35.380527 0.010 23.246 0.363 21.143 0.036 19.721 0.016 19.026 0.013 18.651 0.030 0.0
3 1237655504034791458 256.784345 0.075 35.333055 0.099 23.984 0.677 22.553 0.122 21.672 0.078 21.318 0.089 22.758 0.643 nan
3 1237655504034793052 256.784388 0.164 35.305487 0.135 24.192 0.763 23.709 0.330 23.671 0.415 22.102 0.182 22.582 0.663 nan
3 1237654952672035634 256.784567 0.163 35.497508 0.219 23.803 0.673 23.066 0.182 22.572 0.186 22.046 0.177 23.868 0.448 1.0
3 1237651252057998676 256.784856 0.062 35.490595 0.062 23.391 0.531 22.351 0.102 21.508 0.073 21.103 0.073 20.532 0.156 1.0
3 1237655504034726128 256.784860 0.029 35.397324 0.023 19.606 0.053 18.499 0.011 18.036 0.010 17.707 0.011 17.653 0.035 1.0
3 1237655504034726945 256.785404 0.106 35.364670 0.112 23.417 0.568 22.244 0.112 21.976 0.119 22.196 0.223 22.357 0.707 1.0
3 1237655504034726131 256.785944 0.107 35.400131 0.104 23.315 0.471 22.866 0.170 22.040 0.112 21.845 0.143 22.017 0.527 1.0
6 1237655504034726972 256.786169 0.047 35.346633 0.047 24.673 0.647 23.158 0.179 21.873 0.079 20.959 0.054 20.486 0.130 0.0
3 1237655504034793047 256.786197 0.128 35.313801 0.155 25.921 0.452 24.877 0.622 23.026 0.256 21.765 0.137 20.797 0.210 nan
6 1237655504034727127 256.786549 0.127 35.378116 0.100 25.137 0.600 24.083 0.372 22.847 0.185 21.391 0.079 20.534 0.140 0.0
6 1237654952672035597 256.786631 0.041 35.511387 0.039 23.263 0.425 22.042 0.070 21.420 0.062 21.160 0.073 21.142 0.248 0.0
6 1237655504034726919 256.786823 0.019 35.382889 0.019 24.929 0.621 22.206 0.081 20.690 0.031 19.735 0.021 19.142 0.043 0.0
3 1237655504034727228 256.787204 0.099 35.433368 0.115 24.899 0.767 25.051 0.626 23.699 0.436 22.134 0.177 21.674 0.415 1.0
6 1237654952671969599 256.787406 0.001 35.519947 0.001 18.313 0.013 16.359 0.004 15.652 0.004 15.421 0.004 15.320 0.005 0.0
6 1237654952671969600 256.787466 0.114 35.521824 0.143 25.552 0.569 24.455 0.455 22.797 0.208 22.662 0.273 21.311 0.296 0.0
3 1237655504034726970 256.787732 0.066 35.350872 0.081 24.812 1.004 22.207 0.114 20.858 0.049 20.273 0.046 20.042 0.148 1.0
3 1237655504034726436 256.787817 0.017 35.428671 0.017 20.613 0.080 19.414 0.015 18.630 0.011 18.216 0.012 17.928 0.029 1.0
3 1237655504034793042 256.788123 0.115 35.320011 0.134 25.688 0.479 23.988 0.377 23.058 0.240 22.131 0.170 21.399 0.315 nan
3 1237655504034726915 256.788201 0.075 35.386688 0.082 22.951 0.293 23.089 0.174 22.453 0.134 21.923 0.125 21.669 0.348 1.0
6 1237655504034726475 256.788272 0.006 35.355352 0.006 22.635 0.226 20.532 0.023 19.130 0.011 18.491 0.010 18.175 0.021 0.0
6 1237655504034726549 256.788443 0.108 35.476991 0.103 24.921 0.675 25.392 0.538 23.943 0.448 21.971 0.138 20.970 0.213 0.0
3 1237654952671970595 256.788475 0.149 35.534872 0.125 23.504 0.727 22.036 0.100 21.761 0.119 21.383 0.130 21.435 0.476 nan
6 1237654952671969594 256.788573 0.167 35.530615 0.177 23.980 0.752 23.808 0.333 22.839 0.232 22.910 0.363 22.051 0.540 nan
6 1237655504034726325 256.788903 0.005 35.411813 0.005 22.990 0.297 20.193 0.018 18.805 0.009 18.115 0.008 17.747 0.016 0.0
3 1237655504034792803 256.788956 0.131 35.312655 0.125 23.667 0.652 23.268 0.256 22.597 0.198 22.129 0.208 21.445 0.395 nan
6 1237654952672035643 256.789004 0.025 35.494887 0.025 23.520 0.509 22.412 0.093 20.871 0.039 19.720 0.023 19.053 0.043 0.0
6 1237655504034726547 256.789165 0.028 35.478303 0.029 24.224 0.662 22.233 0.085 21.004 0.041 20.641 0.044 20.323 0.119 0.0
3 1237655504034726428 256.789259 0.015 35.460472 0.015 22.564 0.284 21.089 0.042 19.638 0.018 19.090 0.017 18.857 0.045 1.0
6 1237654952671969591 256.789297 0.075 35.526768 0.076 24.451 0.760 24.307 0.399 22.298 0.129 21.593 0.104 21.180 0.254 nan
6 1237655504034726127 256.789376 0.057 35.400407 0.057 16.341 0.006 15.159 0.004 14.773 0.006 14.591 0.004 14.526 0.005 0.0
6 1237655504034726930 256.789459 0.180 35.380504 0.167 23.401 0.436 23.030 0.175 22.935 0.211 22.494 0.218 23.108 0.571 0.0
6 1237655504034726591 256.789568 0.013 35.346841 0.013 22.059 0.143 20.757 0.027 20.183 0.021 20.038 0.026 19.986 0.085 0.0
6 1237655504034726548 256.789686 0.030 35.480535 0.031 20.653 0.052 20.860 0.029 21.231 0.048 21.743 0.106 21.691 0.347 0.0
3 1237655504034726825 256.789699 0.056 35.435839 0.060 22.980 0.343 22.367 0.106 21.539 0.070 21.236 0.081 20.841 0.210 1.0
6 1237655504034792282 256.789705 0.023 35.343286 0.023 23.788 0.512 22.444 0.098 20.980 0.038 19.757 0.022 19.106 0.042 0.0
6 1237655504034792337 256.789887 0.052 35.315209 0.050 24.269 0.622 22.748 0.123 22.019 0.087 21.615 0.094 21.315 0.255 nan
3 1237655504034727233 256.789906 0.202 35.425622 0.145 23.811 0.590 23.443 0.254 23.125 0.262 22.061 0.163 21.825 0.436 1.0
6 1237655504034726735 256.789949 0.027 35.469319 0.028 23.287 0.370 22.405 0.096 21.034 0.041 20.182 0.030 19.700 0.069 0.0
6 1237654952672034866 256.790145 0.136 35.505223 0.125 24.923 0.786 24.187 0.398 22.877 0.225 22.104 0.173 22.276 0.561 0.0
6 1237655504034726925 256.790403 0.154 35.382322 0.175 24.586 0.729 23.064 0.180 24.699 0.595 24.156 0.610 22.569 0.583 0.0
6 1237654952672035658 256.790443 0.074 35.490532 0.085 25.411 0.610 23.146 0.175 22.069 0.109 21.895 0.138 21.114 0.243 0.0
3 1237654952672034859 256.790651 0.008 35.506842 0.009 21.514 0.166 19.478 0.015 18.260 0.009 17.781 0.008 17.429 0.019 1.0
6 1237655504034726132 256.790948 0.119 35.403045 0.115 22.587 0.221 25.158 0.530 24.508 0.521 23.129 0.322 22.485 0.509 0.0
6 1237655504034726499 256.790964 0.011 35.444794 0.012 24.384 0.642 21.534 0.047 20.028 0.019 19.009 0.013 18.489 0.026 0.0
3 1237655504034726130 256.791371 0.074 35.400298 0.070 24.591 0.683 22.739 0.132 22.151 0.104 21.805 0.114 22.517 0.542 1.0
3 1237655504034726869 256.791421 0.214 35.417536 0.158 23.329 0.694 21.843 0.099 21.180 0.079 20.873 0.095 20.720 0.296 1.0
6 1237655504034727232 256.791509 0.084 35.426972 0.082 25.564 0.478 25.048 0.546 23.109 0.233 21.757 0.109 20.657 0.157 0.0
6 1237655504034726129 256.791529 0.058 35.404486 0.062 25.236 0.547 23.787 0.295 22.194 0.104 20.628 0.041 19.888 0.078 0.0
3 1237655504034726913 256.791557 0.132 35.392069 0.201 22.244 0.299 21.442 0.074 20.819 0.061 20.439 0.071 20.439 0.243 1.0
3 1237655504034726461 256.791649 0.016 35.395687 0.014 20.936 0.114 19.631 0.020 18.610 0.012 18.118 0.012 17.806 0.029 1.0
3 1237654952671969588 256.791666 0.008 35.528935 0.008 22.008 0.246 19.674 0.018 18.440 0.011 17.923 0.010 17.538 0.021 nan
6 1237655504034726144 256.791991 0.002 35.371276 0.002 19.406 0.024 17.904 0.006 17.372 0.005 17.191 0.006 17.137 0.011 0.0
6 1237655504034727248 256.792081 0.119 35.387867 0.132 25.048 0.645 24.533 0.500 23.220 0.264 22.262 0.176 21.666 0.363 0.0
3 1237655504034793038 256.792126 0.118 35.329981 0.149 24.070 0.712 24.173 0.454 22.913 0.227 21.799 0.137 21.208 0.288 nan
6 1237655504034726449 256.792270 0.007 35.413704 0.007 23.150 0.337 20.680 0.025 19.237 0.012 18.071 0.008 17.425 0.013 0.0
3 1237655504034792317 256.792682 0.060 35.327334 0.063 24.521 0.788 22.969 0.176 21.518 0.069 20.688 0.053 20.404 0.146 nan
3 1237655504034727093 256.792827 0.110 35.425501 0.142 22.499 0.327 22.615 0.180 21.498 0.095 21.215 0.118 21.352 0.464 1.0
3 1237655504034726567 256.792987 0.053 35.452348 0.048 21.847 0.174 21.434 0.060 20.749 0.046 20.600 0.063 20.419 0.192 1.0
3 1237655504034726924 256.793089 0.110 35.376082 0.138 23.868 0.698 22.806 0.168 22.580 0.187 22.412 0.245 22.245 0.621 1.0
6 1237655504034791834 256.793166 0.006 35.335546 0.006 20.271 0.040 19.432 0.012 19.115 0.011 18.955 0.013 18.910 0.036 nan
6 1237655504034727150 256.793199 0.070 35.350774 0.069 25.422 0.526 24.183 0.395 22.122 0.100 21.188 0.068 20.607 0.149 0.0
6 1237655504034792801 256.793233 0.079 35.315417 0.072 24.730 0.662 23.452 0.223 22.370 0.119 20.870 0.051 20.116 0.096 nan
6 1237655504034726568 256.793325 0.169 35.451551 0.174 25.083 0.592 24.685 0.492 23.269 0.258 22.231 0.157 21.791 0.368 0.0
3 1237655504034726450 256.793417 0.033 35.411784 0.040 23.327 0.648 21.146 0.051 19.900 0.025 19.334 0.024 18.958 0.059 1.0
6 1237654952671969589 256.793820 0.043 35.532000 0.042 23.302 0.458 21.816 0.065 21.472 0.074 21.528 0.113 21.052 0.251 nan
6 1237655504034726554 256.793826 0.022 35.472212 0.022 21.897 0.128 21.099 0.034 20.769 0.033 20.694 0.044 20.425 0.126 0.0
3 1237654952672034862 256.793842 0.062 35.512829 0.067 23.407 0.516 22.271 0.091 21.588 0.078 21.526 0.109 21.155 0.278 1.0
6 1237655504034791833 256.793907 0.006 35.333068 0.006 21.896 0.125 19.983 0.016 19.050 0.010 18.629 0.011 18.388 0.024 nan
6 1237654952671970645 256.794147 0.044 35.519376 0.041 24.469 0.829 22.334 0.095 21.277 0.059 20.935 0.065 20.512 0.160 0.0
3 1237654952672036131 256.794319 0.362 35.484349 0.280 22.455 0.452 22.931 0.303 21.815 0.180 21.512 0.207 21.154 0.550 1.0
6 1237654952671969586 256.794454 0.001 35.528695 0.001 18.875 0.018 16.320 0.004 15.146 0.004 14.671 0.004 14.394 0.004 nan
6 1237654952672034860 256.794481 0.017 35.511299 0.019 23.832 0.674 22.325 0.096 20.219 0.026 20.816 0.060 19.520 0.069 0.0
6 1237654952672035636 256.794627 0.147 35.499122 0.125 24.723 0.775 23.325 0.198 24.457 0.591 24.642 0.609 22.896 0.588 0.0
6 1237655504034727142 256.794698 0.053 35.362668 0.057 24.396 0.673 23.218 0.192 21.860 0.081 21.112 0.064 20.852 0.186 0.0
3 1237654952671969587 256.794974 0.007 35.532114 0.007 19.667 0.075 17.693 0.008 16.508 0.005 16.013 0.005 15.685 0.010 nan
3 1237655504034792278 256.795206 0.079 35.348891 0.067 22.689 0.330 22.045 0.094 20.965 0.051 20.507 0.054 20.032 0.126 1.0
6 1237655504034726260 256.795380 0.003 35.466721 0.004 22.249 0.165 19.534 0.012 18.106 0.007 17.177 0.006 16.700 0.009 0.0
3 1237655504034726451 256.795666 0.052 35.410989 0.051 23.919 0.669 22.690 0.143 21.389 0.063 20.829 0.059 20.512 0.162 1.0
6 1237654952671969592 256.795724 0.274 35.536908 0.195 24.940 0.866 24.969 0.602 22.779 0.232 21.413 0.106 21.248 0.326 nan
3 1237655504034727054 256.795726 0.164 35.461462 0.121 23.648 0.539 23.734 0.318 22.352 0.137 21.834 0.133 21.281 0.292 1.0
6 1237655504034726893 256.795836 0.012 35.407566 0.012 22.775 0.256 20.709 0.026 20.027 0.019 19.727 0.022 19.544 0.061 0.0
3 1237655504034726794 256.795874 0.249 35.451302 0.326 24.529 0.996 22.592 0.158 22.577 0.217 21.370 0.117 21.223 0.364 1.0
3 1237655504034726343 256.795901 0.116 35.392796 0.101 25.605 0.591 24.158 0.493 22.341 0.153 23.024 0.409 22.238 0.626 1.0
6 1237655504034793037 256.796068 0.106 35.335835 0.125 23.492 0.434 24.161 0.369 24.072 0.432 22.639 0.225 21.988 0.408 nan
6 1237655504034726316 256.796101 0.003 35.420958 0.003 21.545 0.097 18.933 0.009 17.792 0.006 17.330 0.006 17.080 0.011 0.0
3 1237654952672035478 256.796145 0.116 35.487305 0.099 23.804 0.742 22.298 0.102 21.889 0.112 21.885 0.167 22.899 0.744 1.0
3 1237654952672035596 256.796180 0.058 35.515932 0.060 22.478 0.387 21.119 0.054 20.281 0.040 20.094 0.051 20.112 0.190 1.0
3 1237655504034726849 256.796186 0.036 35.429007 0.036 24.015 0.700 22.268 0.100 21.030 0.047 20.675 0.052 20.565 0.170 1.0
3 1237655504034726764 256.796428 0.057 35.458181 0.067 22.583 0.316 21.865 0.086 21.094 0.060 20.872 0.077 20.801 0.258 1.0
3 1237654952672035365 256.796460 0.012 35.503745 0.010 22.921 0.439 20.213 0.022 19.049 0.013 18.575 0.012 18.194 0.029 1.0
6 1237655504034727109 256.796691 0.114 35.414201 0.102 25.093 0.622 23.478 0.241 22.402 0.130 21.832 0.117 21.002 0.211 0.0
6 1237655504034726275 256.796783 0.011 35.444396 0.011 20.983 0.064 20.075 0.017 19.874 0.017 19.859 0.023 19.846 0.076 0.0
3 1237651252058063380 256.796795 0.015 35.475651 0.016 22.030 0.245 20.477 0.030 19.271 0.017 18.773 0.016 18.414 0.037 1.0
6 1237654952671969590 256.796842 0.069 35.531559 0.065 25.023 0.748 23.159 0.187 21.865 0.097 21.406 0.096 20.966 0.227 nan
6 1237655504034726344 256.797293 0.137 35.392373 0.175 24.833 0.715 25.025 0.578 24.970 0.595 22.327 0.193 22.040 0.479 0.0
6 1237655504034726342 256.797494 0.005 35.394352 0.005 20.420 0.044 19.021 0.009 18.494 0.008 18.290 0.009 18.190 0.022 0.0
3 1237655504034793143 256.797609 0.451 35.327513 0.608 24.703 0.937 23.506 0.315 22.773 0.247 22.887 0.411 22.061 0.613 nan
3 1237655504034792361 256.797881 0.137 35.310230 0.120 23.479 0.679 22.953 0.229 22.264 0.172 21.627 0.164 21.909 0.646 nan
6 1237655504034727130 256.798107 0.109 35.381338 0.146 24.655 0.662 23.900 0.316 22.835 0.178 22.912 0.274 22.756 0.535 0.0
6 1237654952671969596 256.798122 0.181 35.536524 0.176 24.428 0.757 23.686 0.264 24.762 0.619 23.592 0.507 22.768 0.588 nan
6 1237654952672035479 256.798184 0.222 35.485431 0.340 24.428 0.824 24.999 0.552 23.588 0.414 22.523 0.257 21.460 0.353 0.0
6 1237655504034726793 256.798212 0.039 35.451576 0.038 23.535 0.444 22.212 0.082 21.566 0.063 21.247 0.069 21.463 0.291 0.0
6 1237655504034726792 256.798625 0.032 35.451139 0.032 24.112 0.583 22.697 0.123 21.388 0.054 20.706 0.044 20.432 0.125 0.0
3 1237655504034726850 256.798649 0.057 35.428893 0.062 24.871 1.332 21.521 0.084 20.588 0.051 20.246 0.061 19.840 0.151 1.0
3 1237654952671969595 256.799036 0.073 35.536521 0.061 24.639 1.387 23.298 0.355 23.059 0.450 22.203 0.334 22.885 1.124 nan
